Date,Website_Sales,Offline_Sales,Gross_Sales,Total_Orders,Average_Order_Value,Returns,Net_Sales,COGS,Gross_Profit,Platform_Fees,Marketing_Spend_Digital,Marketing_Spend_Offline,Total_Marketing_Spend,Contribution_Margin,Fixed_Cost_Allocation,Net_Profit_Loss,Debt_Repayment_Cash_Out,Net_Cash_Flow,Profitability_Label,Marketing_Efficiency_Ratio,Marketing_Efficiency_Label,Dominant_Sales_Channel,myntra_sales,meesho_sales
12-04-2024,25390.49,21744.11,126107.69,87,1449.51,37975.84,88131.85,50899.62,37232.23,21291.32,13878.59,1718.87,15597.45,343.46,11513.16,-11169.7,0,-11169.7,Medium Profit,5.650401187,Medium Efficiency,Amazon_Sales,22574.24,36281.15
13-04-2024,26943.45,24283.88,159008.17,109,1458.79,47883.43,111124.75,64178.92,46945.82,28869.35,17916.05,1919.63,19835.68,-1759.21,11513.16,-13272.37,0,-13272.37,Low Profit,5.602265715,Medium Efficiency,Amazon_Sales,30342.83,37688.07
14-04-2024,40868.2,35099.01,170558.71,117,1457.77,51361.73,119196.97,68840.95,50356.02,25479.38,18013.84,2774.57,20788.41,4088.23,11513.16,-7424.93,0,-7424.93,High Profit,5.733818508,High Efficiency,Amazon_Sales,46302.66,39837.05
15-04-2024,46836.15,34826.08,208740.05,144,1449.58,62859.59,145880.45,84251.71,61628.74,33824.83,23127.61,2752.99,25880.6,1923.31,11513.16,-9589.85,0,-9589.85,High Profit,5.63667187,Medium Efficiency,Amazon_Sales,19971.69,13564.65
16-04-2024,19306.46,19366.17,116975.27,80,1462.19,35225.72,81749.55,47213.59,34535.96,21125.3,12980.36,1530.89,14511.25,-1100.59,11513.16,-12613.74,0,-12613.74,Medium Profit,5.633529158,Medium Efficiency,Amazon_Sales,26415.32,20679.74
17-04-2024,16065,14368.23,102526.86,70,1464.67,30874.75,71652.11,41381.92,30270.19,19525.29,11723.6,1135.81,12859.41,-2114.51,11513.16,-13627.67,0,-13627.67,Low Profit,5.571959367,Low Efficiency,Amazon_Sales,40222.05,32263.63
18-04-2024,21113.81,19304.09,122267.97,84,1455.57,36819.55,85448.42,49349.83,36098.59,22005.27,13692.45,1525.98,15218.44,-1125.12,11513.16,-12638.27,0,-12638.27,Medium Profit,5.614794946,Medium Efficiency,Amazon_Sales,19151.93,30272.66
19-04-2024,20326.84,17617.25,95994.12,66,1454.46,28907.49,67086.63,38745.17,28341.45,15589.61,10422.8,1392.64,11815.43,936.41,11513.16,-10576.75,0,-10576.75,High Profit,5.677883073,Medium Efficiency,Amazon_Sales,13079.2,12924.67
20-04-2024,37519.82,23121.56,201997.02,139,1453.22,60829.01,141168.01,81530.09,59637.92,37911.05,23787.4,1827.75,25615.16,-3888.3,11513.16,-15401.45,0,-15401.45,Low Profit,5.511111779,Low Efficiency,Amazon_Sales,21590.06,34106.66
21-04-2024,36847.3,32570.17,178805.84,123,1453.71,53845.26,124960.58,72169.66,52790.92,29221.52,19446.87,2574.66,22021.53,1547.86,11513.16,-9965.3,0,-9965.3,High Profit,5.674473118,Medium Efficiency,Amazon_Sales,16448.85,15182.1
22-04-2024,19205.53,19625.48,109525.28,75,1460.34,32982.24,76543.04,44206.62,32336.41,19157.05,11955.15,1551.39,13506.54,-327.17,11513.16,-11840.33,0,-11840.33,Medium Profit,5.667109415,Medium Efficiency,Amazon_Sales,47187.91,15162.16
23-04-2024,16406.82,21946.97,119965.08,82,1462.99,36126.06,83839.02,48420.34,35418.68,21972.69,13034.75,1734.9,14769.65,-1323.66,11513.16,-12836.82,0,-12836.82,Low Profit,5.676439184,Medium Efficiency,Amazon_Sales,42324.82,25183.18
24-04-2024,23746.78,21627.45,112295.61,77,1458.38,33816.49,78479.11,45324.78,33154.33,18000.5,12057.33,1709.64,13766.97,1386.86,11513.16,-10126.3,0,-10126.3,High Profit,5.700536138,High Efficiency,Amazon_Sales,35336.15,26974.08
25-04-2024,15471.56,14635.59,117004.58,80,1462.56,35234.54,81770.04,47225.42,34544.62,23291.89,13613.34,1156.94,14770.28,-3517.56,11513.16,-15030.72,0,-15030.72,Low Profit,5.53611983,Low Efficiency,Amazon_Sales,44858.42,26562.76
26-04-2024,19385.19,22490.77,109948.07,75,1465.97,33109.56,76838.51,44377.27,32461.24,18164.47,11630.34,1777.89,13408.23,888.54,11513.16,-10624.62,0,-10624.62,High Profit,5.73069749,High Efficiency,Amazon_Sales,42146.88,10927.58
27-04-2024,37461.15,26486.93,182930.36,126,1451.83,55087.31,127843.05,73834.4,54008.64,31893.6,20804.32,2093.79,22898.11,-783.07,11513.16,-12296.22,0,-12296.22,Medium Profit,5.58312673,Low Efficiency,Amazon_Sales,17462.8,36078.75
28-04-2024,25424.84,35627.36,164475.8,113,1455.54,49529.94,114945.86,66385.77,48560.09,27589.19,17134.66,2816.33,19950.99,1019.91,11513.16,-10493.25,0,-10493.25,High Profit,5.761411338,High Efficiency,Amazon_Sales,45702.36,16499.2
29-04-2024,22424.23,14343.41,101576.24,70,1451.09,30588.48,70987.76,40998.23,29989.53,17412.54,11600.49,1133.84,12734.33,-157.34,11513.16,-11670.5,0,-11670.5,Medium Profit,5.574518644,Low Efficiency,Amazon_Sales,31573.69,12144.48
30-04-2024,20495.39,19393.53,111613.58,77,1449.53,33611.11,78002.47,45049.5,32952.97,19445.9,12263.7,1533.05,13796.76,-289.69,11513.16,-11802.84,0,-11802.84,Medium Profit,5.653680284,Medium Efficiency,Amazon_Sales,42297.61,36439.94
01-05-2024,22844.15,19283.68,122700.93,84,1460.73,36949.93,85751,49524.58,36226.42,21548.08,13752.74,1524.37,15277.11,-598.78,11513.16,-12111.93,0,-12111.93,Medium Profit,5.613038068,Medium Efficiency,Amazon_Sales,45843.65,38580.85
02-05-2024,25037.04,18615.25,106876.51,73,1464.06,32184.6,74691.92,43137.53,31554.39,16892.46,11737.25,1471.53,13208.78,1453.15,11513.16,-10060.01,0,-10060.01,High Profit,5.654717544,Medium Efficiency,Amazon_Sales,22720.14,35588.08
03-05-2024,15799.88,14918.39,100140.31,69,1451.31,30156.07,69984.24,40418.66,29565.58,18691.1,11333.07,1179.29,12512.37,-1637.88,11513.16,-13151.04,0,-13151.04,Low Profit,5.593204165,Low Efficiency,Amazon_Sales,14402.08,33904.51
04-05-2024,38362.31,35350.44,199562.38,137,1456.66,60095.85,139466.53,80547.42,58919.11,33579.29,21837.41,2794.44,24631.85,707.97,11513.16,-10805.19,0,-10805.19,Medium Profit,5.662040407,Medium Efficiency,Amazon_Sales,19117.41,28967.74
05-05-2024,39021.09,23856.89,176289.61,121,1456.94,53087.53,123202.08,71154.06,52048.02,30530.53,20270.97,1885.88,22156.85,-639.35,11513.16,-12152.51,350000,-362152.51,Medium Profit,5.560451057,Low Efficiency,Amazon_Sales,27084.31,25627.44
06-05-2024,18209.5,19924.79,105893.17,73,1450.59,31888.47,74004.7,42740.63,31264.07,18259.48,11432.34,1575.05,13007.39,-2.81,11513.16,-11515.96,0,-11515.96,Medium Profit,5.689435006,High Efficiency,Amazon_Sales,42720.59,10783.58
07-05-2024,21527.85,20089.44,107251.19,74,1449.34,32297.42,74953.76,43288.75,31665.01,17494.4,11591.04,1588.07,13179.1,991.51,11513.16,-10521.65,0,-10521.65,High Profit,5.687320075,High Efficiency,Amazon_Sales,44429.22,21070.5
08-05-2024,23208.44,15095.97,116646.48,80,1458.08,35126.71,81519.78,47080.89,34438.89,21212.3,13504.5,1193.33,14697.83,-1471.24,11513.16,-12984.4,0,-12984.4,Low Profit,5.546382017,Low Efficiency,Amazon_Sales,10278.09,19926.03
09-05-2024,24609.8,18871.14,117461.74,81,1450.14,35372.21,82089.53,47409.94,34679.59,20076.7,13110.88,1491.76,14602.64,0.25,11513.16,-11512.9,0,-11512.9,Medium Profit,5.621554048,Medium Efficiency,Amazon_Sales,30429.89,16312.12
10-05-2024,18206.27,19013.03,119761.83,82,1460.51,36064.86,83696.97,48338.3,35358.67,22129.14,13397.88,1502.97,14900.86,-1671.33,11513.16,-13184.49,0,-13184.49,Low Profit,5.616922111,Medium Efficiency,Amazon_Sales,26696.44,31149.44
11-05-2024,25454.77,23727.76,184349.04,127,1451.57,55514.53,128834.51,74407.01,54427.5,36345.94,21359.91,1875.67,23235.58,-5154.03,11513.16,-16667.18,0,-16667.18,Low Profit,5.544708159,Low Efficiency,Amazon_Sales,18884.31,23868.02
12-05-2024,33906.17,34817.14,170924.78,117,1460.9,51471.97,119452.81,68988.71,50464.1,27143.82,18100.01,2752.29,20852.3,2467.98,11513.16,-9045.18,0,-9045.18,High Profit,5.728519636,High Efficiency,Amazon_Sales,14794.61,10593.48
13-05-2024,20616.08,22233.13,113464.72,78,1454.68,34168.56,79296.16,45796.66,33499.5,18991.69,12132.25,1757.52,13889.78,618.03,11513.16,-10895.13,0,-10895.13,Medium Profit,5.708957233,High Efficiency,Amazon_Sales,23504.61,15045.86
14-05-2024,19738.7,20017.9,112343.49,77,1459.01,33830.91,78512.58,45344.11,33168.47,19583.53,12277.74,1582.41,13860.15,-275.21,11513.16,-11788.37,0,-11788.37,Medium Profit,5.664627006,Medium Efficiency,Amazon_Sales,47716.39,29864.28
15-05-2024,41003.54,38633.03,246231.3,169,1456.99,74149.64,172081.66,99383.94,72697.71,44797.61,27607.05,3053.93,30660.98,-2760.88,11513.16,-14274.04,0,-14274.04,Low Profit,5.612399212,Medium Efficiency,Amazon_Sales,22928.12,10436.19
16-05-2024,17922.81,21987.21,116407.88,80,1455.1,35054.85,81353.02,46984.58,34368.44,20413.62,12556.35,1738.08,14294.43,-339.61,11513.16,-11852.76,0,-11852.76,Medium Profit,5.691239175,High Efficiency,Amazon_Sales,30751.62,35238.62
17-05-2024,23649.2,14808.38,108543.63,74,1466.81,32686.63,75857,43810.41,32046.59,18861.36,12465.2,1170.6,13635.8,-450.57,11513.16,-11963.73,0,-11963.73,Medium Profit,5.563076607,Low Efficiency,Amazon_Sales,38120.76,23844.69
18-05-2024,28100.94,25791.45,182010.74,125,1456.09,54810.38,127200.36,73463.22,53737.14,34227.71,20774.52,2038.81,22813.33,-3303.9,11513.16,-14817.06,0,-14817.06,Low Profit,5.575703328,Low Efficiency,Amazon_Sales,24545.18,23378.77
19-05-2024,27490.39,23354.62,169552.24,116,1461.66,51058.65,118493.59,68434.72,50058.87,31830.12,19441.81,1846.18,21287.98,-3059.23,11513.16,-14572.39,0,-14572.39,Low Profit,5.566220468,Low Efficiency,Amazon_Sales,48871.28,26957.05
20-05-2024,23555.63,15069.83,117776.48,81,1454.03,35466.99,82309.49,47536.97,34772.51,21212.83,13658.24,1191.27,14849.51,-1289.83,11513.16,-12802.98,0,-12802.98,Low Profit,5.542909497,Low Efficiency,Amazon_Sales,48497.89,34389.79
21-05-2024,23840.43,22296.45,112111.84,77,1456,33761.15,78350.69,45250.61,33100.08,17693.77,11943.93,1762.53,13706.45,1699.85,11513.16,-9813.31,0,-9813.31,High Profit,5.716337199,High Efficiency,Amazon_Sales,20071.29,19129.89
22-05-2024,21174.32,15217.83,107519.67,74,1452.97,32378.28,75141.39,43397.12,31744.28,18999.51,12274.58,1202.97,13477.55,-732.78,11513.16,-12245.94,0,-12245.94,Medium Profit,5.575300407,Low Efficiency,Amazon_Sales,29889.94,29696.52
23-05-2024,25688.61,21444.21,113974.19,78,1461.21,34321.98,79652.21,46002.29,33649.92,18007.12,12304.92,1695.16,14000.08,1642.72,11513.16,-9870.44,0,-9870.44,High Profit,5.689411061,High Efficiency,Amazon_Sales,22035.13,26103.42
24-05-2024,16713.26,18610.77,100932.44,69,1462.79,30394.61,70537.83,40738.38,29799.45,17567.47,10947.39,1471.18,12418.56,-186.58,11513.16,-11699.74,0,-11699.74,Medium Profit,5.680032951,Medium Efficiency,Amazon_Sales,21393.62,16544.9
25-05-2024,30914.05,33977.55,162527.03,112,1451.13,48943.09,113583.94,65599.21,47984.74,26076.34,17094.9,2685.92,19780.82,2127.57,11513.16,-9385.58,0,-9385.58,High Profit,5.742124947,High Efficiency,Amazon_Sales,11475.48,36116.16
26-05-2024,31570.71,25426.51,162145.47,111,1460.77,48828.19,113317.28,65445.2,47872.08,28042.98,18181.3,2009.96,20191.26,-362.16,11513.16,-11875.32,0,-11875.32,Medium Profit,5.612194583,Medium Efficiency,Amazon_Sales,34382.57,33517.63
27-05-2024,20305.62,21194.38,127398.38,87,1464.35,38364.51,89033.87,51420.57,37613.3,23108.91,14123.33,1675.41,15798.74,-1294.36,11513.16,-12807.52,0,-12807.52,Low Profit,5.635504477,Medium Efficiency,Amazon_Sales,30107.16,29070.46
28-05-2024,24006.06,22715.68,131370.83,90,1459.68,39560.77,91810.06,53023.93,38786.13,22787.24,14449.29,1795.67,16244.96,-246.08,11513.16,-11759.23,0,-11759.23,Medium Profit,5.651602712,Medium Efficiency,Amazon_Sales,12059.15,35218.62
29-05-2024,21408.43,21730.94,117444.2,81,1449.93,35366.93,82077.27,47402.86,34674.41,20083.26,12728.24,1717.83,14446.07,145.08,11513.16,-11368.08,0,-11368.08,Medium Profit,5.681633136,Medium Efficiency,Amazon_Sales,21145.86,35753.41
30-05-2024,16432.34,17349.38,99845.81,68,1468.32,30067.38,69778.43,40299.79,29478.63,17667.29,10970.63,1371.46,12342.09,-530.75,11513.16,-12043.91,0,-12043.91,Medium Profit,5.653696416,Medium Efficiency,Amazon_Sales,46330.64,30667.62
31-05-2024,16000.81,17566.95,103379.81,71,1456.05,31131.61,72248.21,41726.19,30522.02,18549.83,11411.66,1388.66,12800.32,-828.13,11513.16,-12341.29,0,-12341.29,Medium Profit,5.6442503,Medium Efficiency,Amazon_Sales,19582.48,34784.43
01-06-2024,33526.84,23554.61,172493.87,119,1449.53,51944.49,120549.38,69622.02,50927.36,31130.54,19806.4,1861.99,21668.38,-1871.57,11513.16,-13384.72,0,-13384.72,Low Profit,5.563377604,Low Efficiency,Amazon_Sales,15795.79,30319.09
02-06-2024,39370.87,23766.6,178426.07,123,1450.62,53730.9,124695.17,72016.38,52678.79,31079.1,20567.09,1878.74,22445.83,-846.14,11513.16,-12359.3,0,-12359.3,Medium Profit,5.555382447,Low Efficiency,Amazon_Sales,29578.11,29764.5
03-06-2024,24345.42,14718.66,107706.71,74,1455.5,32434.6,75272.11,43472.61,31799.5,18187.46,12365.84,1163.51,13529.34,82.69,11513.16,-11430.47,0,-11430.47,Medium Profit,5.563620251,Low Efficiency,Flipkart_Sales,49426.02,27795.56
04-06-2024,19462.31,16736.14,110924.98,76,1459.54,33403.74,77521.24,44771.57,32749.67,19924.76,12525.52,1322.99,13848.51,-1023.6,11513.16,-12536.76,0,-12536.76,Medium Profit,5.597803663,Medium Efficiency,Amazon_Sales,19682.21,32086.93
05-06-2024,19931.61,15289.17,121492.41,83,1463.76,36586,84906.41,49036.8,35869.61,23101.64,14123.23,1208.61,15331.84,-2563.87,11513.16,-14077.03,350000,-364077.03,Low Profit,5.53791391,Low Efficiency,Amazon_Sales,36885.42,13075.36
06-06-2024,17679.37,22837.84,113464.08,78,1454.67,34168.36,79295.72,45796.4,33499.31,19576.47,12051.75,1805.33,13857.08,65.76,11513.16,-11447.4,0,-11447.4,Medium Profit,5.722397504,High Efficiency,Amazon_Sales,40464.78,36187.86
07-06-2024,24399.38,21048.08,128655.81,88,1462,38743.17,89912.64,51928.09,37984.54,22330.83,14310,1663.85,15973.85,-320.13,11513.16,-11833.29,0,-11833.29,Medium Profit,5.628739471,Medium Efficiency,Amazon_Sales,19505.5,35898.99
08-06-2024,30317.17,35966.13,163627.25,112,1460.96,49274.41,114352.84,66043.27,48309.56,26026.54,16976.77,2843.11,19819.88,2463.15,11513.16,-9050.01,0,-9050.01,High Profit,5.769603045,High Efficiency,Amazon_Sales,39128.65,8935.91
09-06-2024,26405.77,24612.12,164690.37,113,1457.44,49594.55,115095.81,66472.37,48623.44,30614.65,18628.03,1945.58,20573.61,-2564.83,11513.16,-14077.98,0,-14077.98,Low Profit,5.594341975,Low Efficiency,Amazon_Sales,24711.33,34426.14
10-06-2024,19854.59,19957.88,127676.67,88,1450.87,38448.32,89228.36,51532.89,37695.46,23588.09,14324.77,1577.67,15902.44,-1795.07,11513.16,-13308.23,0,-13308.23,Low Profit,5.610985484,Medium Efficiency,Amazon_Sales,35292.23,12123.84
11-06-2024,21179.64,22627.1,107265.68,74,1449.54,32301.79,74963.89,43294.6,31669.29,16917.95,11255.5,1788.67,13044.16,1707.18,11513.16,-9805.98,0,-9805.98,High Profit,5.746931194,High Efficiency,Amazon_Sales,35341.19,18723.8
12-06-2024,17824.76,15351.33,109706.77,75,1462.76,33036.89,76669.88,44279.88,32390,20410.83,12547.67,1213.52,13761.19,-1782.02,11513.16,-13295.18,0,-13295.18,Low Profit,5.57145712,Low Efficiency,Amazon_Sales,31430.99,31792.26
13-06-2024,23868.26,17376.65,110012.04,75,1466.83,33128.82,76883.22,44403.09,32480.13,18264.23,12318.94,1373.62,13692.56,523.34,11513.16,-10989.82,0,-10989.82,Medium Profit,5.614963162,Medium Efficiency,Amazon_Sales,13611.59,13144.32
14-06-2024,22104.7,17837.87,115572.97,79,1462.95,34803.43,80769.54,46647.59,34121.95,20429.19,12997.11,1410.08,14407.19,-714.44,11513.16,-12227.59,0,-12227.59,Medium Profit,5.606196628,Medium Efficiency,Amazon_Sales,43412.1,34174.94
15-06-2024,60112.93,67353.76,328057.73,226,1451.58,98790.7,229267.03,132410.75,96856.28,53769.16,34669.21,5324.3,39993.51,3093.61,11513.16,-8419.55,0,-8419.55,High Profit,5.732605865,High Efficiency,Amazon_Sales,22831.2,34628.29
16-06-2024,40195.78,33884.75,191483.85,132,1450.64,57663.09,133820.76,77286.77,56533.99,31515.61,20958.01,2678.58,23636.59,1381.8,11513.16,-10131.36,0,-10131.36,High Profit,5.661593318,Medium Efficiency,Amazon_Sales,17460.74,24238.97
17-06-2024,20079.28,22374.16,120669.35,83,1453.85,36338.15,84331.2,48704.6,35626.61,21113.16,13071.59,1768.67,14840.27,-326.82,11513.16,-11839.98,0,-11839.98,Medium Profit,5.682592028,High Efficiency,Amazon_Sales,11631.01,8204.35
18-06-2024,26092.91,14340.23,120012.18,82,1463.56,36140.25,83871.94,48439.35,35432.59,21504.52,14052.58,1133.59,15186.17,-1258.11,11513.16,-12771.26,0,-12771.26,Medium Profit,5.522915916,Low Efficiency,Amazon_Sales,33635.72,17185.22
19-06-2024,21692.5,17987.95,122212.95,84,1454.92,36802.98,85409.97,49327.62,36082.34,22056.5,13860.16,1421.94,15282.1,-1256.26,11513.16,-12769.42,0,-12769.42,Medium Profit,5.588889616,Low Efficiency,Amazon_Sales,37102.57,27741.66
20-06-2024,24999.47,16111.84,102276.95,70,1461.1,30799.49,71477.46,41281.05,30196.41,16352,11458.5,1273.64,12732.14,1112.27,11513.16,-10400.89,0,-10400.89,High Profit,5.613939212,Medium Efficiency,Amazon_Sales,10663.51,39397.96
21-06-2024,16431.27,18292.08,95038.13,65,1462.13,28619.61,66418.52,38359.32,28059.21,16141.07,10205.92,1445.98,11651.91,266.23,11513.16,-11246.93,0,-11246.93,Medium Profit,5.700225972,High Efficiency,Amazon_Sales,30483.72,28218.03
22-06-2024,32569.72,34034.07,173905.06,120,1449.21,52369.45,121535.61,70191.61,51344,28994.26,18600.47,2690.38,21290.86,1058.88,11513.16,-10454.27,0,-10454.27,High Profit,5.70834668,High Efficiency,Amazon_Sales,19059.83,16313.71
23-06-2024,41296.73,36559.51,206161.5,142,1451.84,62083.1,144078.41,83210.96,60867.45,34415.83,22554.19,2890.02,25444.21,1007.41,11513.16,-10505.75,0,-10505.75,High Profit,5.662522436,Medium Efficiency,Amazon_Sales,35806.91,28288.18
24-06-2024,20402.01,18043.86,118417.2,81,1461.94,35659.94,82757.26,47795.58,34961.68,21348.42,13347.95,1426.36,14774.32,-1161.05,11513.16,-12674.21,0,-12674.21,Medium Profit,5.601425988,Medium Efficiency,Amazon_Sales,16974.66,25279.53
25-06-2024,17617.76,18027.64,106211.17,73,1454.95,31984.24,74226.94,42868.98,31357.95,19114.35,11726.92,1425.08,13152,-908.4,11513.16,-12421.56,0,-12421.56,Medium Profit,5.643775852,Medium Efficiency,Amazon_Sales,37637.51,32955.05
26-06-2024,17553.65,22227.19,123716.05,85,1455.48,37255.62,86460.42,49934.3,36526.12,22550.31,13496.3,1757.05,15253.35,-1277.55,11513.16,-12790.7,0,-12790.7,Low Profit,5.668290572,Medium Efficiency,Amazon_Sales,25469.41,11423.38
27-06-2024,17616.32,15253.29,100761.45,69,1460.31,30343.12,70418.34,40669.37,29748.97,18002.23,11371.14,1205.77,12576.91,-830.17,11513.16,-12343.33,0,-12343.33,Medium Profit,5.599017565,Medium Efficiency,Amazon_Sales,47469.2,32352.89
28-06-2024,19732.84,15454.01,97905.85,67,1461.28,29483.19,68422.66,39516.79,28905.88,16849.15,10964.7,1221.64,12186.33,-129.61,11513.16,-11642.77,0,-11642.77,Medium Profit,5.614705986,Medium Efficiency,Amazon_Sales,15500.84,25320.53
29-06-2024,27846.13,28452.8,177440.82,122,1454.43,53434.2,124006.62,71618.71,52387.91,32433.49,19812.88,2249.19,22062.07,-2107.65,11513.16,-13620.81,0,-13620.81,Low Profit,5.620806207,Medium Efficiency,Amazon_Sales,23642.65,38815.74
30-06-2024,28581.54,27514.19,186750.91,128,1458.99,56237.83,130513.09,75376.46,55136.63,35025.36,21175.79,2174.99,23350.78,-3239.5,11513.16,-14752.66,0,-14752.66,Low Profit,5.589238989,Low Efficiency,Amazon_Sales,14538.94,18939.91
01-07-2024,21410.33,22479.69,114093.59,78,1462.74,34357.93,79735.66,46050.49,33685.17,18930.81,12183.1,1777.01,13960.11,794.25,11513.16,-10718.91,0,-10718.91,Medium Profit,5.71167849,High Efficiency,Amazon_Sales,46987.74,28243.9
02-07-2024,23848.88,19659.97,112435.32,77,1460.2,33858.57,78576.76,45381.18,33195.58,18394.93,12337.55,1554.12,13891.67,908.99,11513.16,-10604.17,0,-10604.17,High Profit,5.656394084,Medium Efficiency,Amazon_Sales,45093.57,37824.9
03-07-2024,17962.07,22980.57,122436.26,84,1457.57,36870.23,85566.03,49417.76,36148.27,22004.25,13225.92,1816.61,15042.53,-898.51,11513.16,-12411.66,0,-12411.66,Medium Profit,5.688273848,High Efficiency,Amazon_Sales,20317.67,11280.31
04-07-2024,21318.75,15578.14,98111.89,67,1464.36,29545.23,68566.66,39599.95,28966.71,16338.49,10975.59,1231.45,12207.04,421.18,11513.16,-11091.98,0,-11091.98,Medium Profit,5.616976761,Medium Efficiency,Amazon_Sales,36399.36,37991.31
05-07-2024,17306.6,17748.55,110737.68,76,1457.07,33347.34,77390.34,44695.97,32694.37,20247.21,12365.98,1403.02,13769,-1321.84,11513.16,-12835,350000,-362835,Low Profit,5.620621686,Medium Efficiency,Amazon_Sales,42688.89,30012.34
06-07-2024,27100.05,33446.98,166675.85,115,1449.36,50192.46,116483.39,67273.75,49209.64,28685.04,17717.18,2643.98,20361.16,163.44,11513.16,-11349.71,0,-11349.71,Medium Profit,5.720862171,High Efficiency,Amazon_Sales,32208.03,10170.79
07-07-2024,33074.9,24580.52,193058.83,133,1451.57,58137.38,134921.45,77922.46,56998.99,36260.94,22404.76,1943.08,24347.84,-3609.79,11513.16,-15122.95,0,-15122.95,Low Profit,5.54141353,Low Efficiency,Amazon_Sales,31186.02,17630.83
08-07-2024,19753.33,22948.91,123346.35,85,1451.13,37144.29,86202.06,49785.09,36416.97,21797.85,13351.16,1814.11,15165.26,-546.14,11513.16,-12059.3,0,-12059.3,Medium Profit,5.6841795,High Efficiency,Amazon_Sales,19674.09,30661.51
09-07-2024,24481.22,21781.14,115002.29,79,1455.73,34631.58,80370.71,46417.26,33953.46,18512.34,12396.83,1721.79,14118.63,1322.49,11513.16,-10190.66,0,-10190.66,High Profit,5.692528949,High Efficiency,Amazon_Sales,13724.11,10155.22
10-07-2024,23997.12,21546.24,126442.32,87,1453.36,38076.61,88365.71,51034.68,37331.03,21661.72,13949.4,1703.22,15652.63,16.68,11513.16,-11496.48,0,-11496.48,Medium Profit,5.645422526,Medium Efficiency,Amazon_Sales,45888.63,26629.45
11-07-2024,17873.66,17786.94,116544.65,80,1456.81,35096.04,81448.61,47039.78,34408.83,21819.75,13133.1,1406.05,14539.15,-1950.08,11513.16,-13463.24,0,-13463.24,Low Profit,5.602020063,Medium Efficiency,Amazon_Sales,46016.72,19068.26
12-07-2024,17948.08,19499.56,98549.66,68,1449.26,29677.06,68872.6,39776.64,29095.96,16403.25,10512.32,1541.44,12053.76,638.95,11513.16,-10874.21,0,-10874.21,Medium Profit,5.713785574,High Efficiency,Amazon_Sales,35324.06,27869.3
